Period,Max Temperature (°C),Min Temperature (°C),Humidity (%),Pressure (hPa),Precipitation (mm),Wind Speed (km/h)
2025-04-14,35.8,21.4,32.0,1007.8,0.0,14.7
2025-04-15,36.0,24.6,32.0,1008.2,0.0,18.5
2025-04-16,34.1,21.9,39.0,1008.1,1.4,19.8
2025-04-17,33.2,20.2,43.0,1006.9,0.0,13.2
2025-04-18,33.7,20.1,44.0,1003.6,3.7,27.8
2025-04-19,28.9,19.0,58.0,1003.6,2.5,27.5
2025-04-20,26.5,16.0,54.0,1005.1,1.2,16.4
2025-04-21,32.2,15.9,38.0,1009.1,0.0,15.3
2025-04-22,33.1,19.3,25.0,1010.4,0.0,14.8
2025-04-23,33.4,18.4,21.0,1007.5,0.0,14.5
2025-04-24,34.1,19.6,21.0,1004.9,0.0,16.3
2025-04-25,35.4,19.9,18.0,1006.8,0.0,14.2
2025-04-26,34.5,20.0,18.0,1006.8,0.0,21.6
2025-04-27,36.2,20.2,19.0,1007.1,0.0,15.9
2025-04-28,38.1,22.9,16.0,1004.8,0.0,13.7
2025-04-29,38.5,24.7,18.0,1004.1,0.0,21.0
2025-04-30,37.5,26.7,27.0,1006.1,0.0,20.4
2025-05-01,34.0,25.0,38.0,1007.9,1.0,24.1
2025-05-02,31.9,21.5,59.0,1009.8,7.3,31.8
2025-05-03,29.1,20.7,54.0,1007.4,2.8,10.5
2025-05-04,29.9,21.9,51.0,1006.1,1.8,15.3
2025-05-05,30.7,20.5,57.0,1007.3,1.2,20.9
2025-05-06,31.2,21.7,50.0,1006.8,0.2,14.9
2025-05-07,31.9,23.3,46.0,1005.7,0.3,11.0
2025-05-08,30.3,22.4,58.0,1007.1,2.5,30.3
2025-05-09,29.1,21.4,62.0,1009.5,0.3,21.5
2025-05-10,34.5,21.8,45.0,1007.4,0.6,21.4
2025-05-11,34.1,23.4,37.0,1005.7,0.0,15.1
2025-05-12,33.1,22.9,40.0,1004.9,0.4,15.8
2025-05-13,35.5,22.9,30.0,1004.5,0.0,13.1
2025-05-14,37.5,24.4,25.0,1004.4,0.0,14.8
2025-05-15,39.0,24.5,21.0,1003.2,0.0,14.2
2025-05-16,40.5,27.3,20.0,1001.9,0.0,9.4
2025-05-17,40.8,27.5,19.0,1001.2,0.0,15.0
2025-05-18,41.8,28.5,20.0,1000.7,0.0,17.9
2025-05-19,38.8,28.5,24.0,1001.6,0.0,14.6
2025-05-20,40.4,27.7,20.0,1000.5,0.0,14.8
2025-05-21,42.2,26.9,21.0,999.6,0.0,14.6
2025-05-22,40.4,29.4,26.0,1000.0,0.0,26.0
2025-05-23,38.3,28.6,37.0,1000.3,0.0,26.9
2025-05-24,33.3,25.4,46.0,1002.0,3.0,33.1
